Num;"Date ouverture";"Resp ouverture";"Date saisie";"Respsaisie";Date r_solution;"Resp r_solution";Diff Open close;Mois;"Ncmde";"N≠ Facture";"Total net facture";Montant Net _ cr_diter;N client;"Cat_gorie client ";"D_nominationclient";Ref client;N≠bon retour;Identif. classement;N≠ fax client;N≠ tel  client;"Causelitige";Dep cause ltige;Description litige;;Nom du d_l_gue;Marque;Nom encodeuse;"Codearticle";D_nomination article;"Quantit_Produits";Description litige;Departement 1;Date action 1;Description 1;Check 1;Departement 2;Date action 2;Description 2;Check2;Close date;Check;Contr_le logistique ;Extra info;N≠ note de cr_dit;"Nouvellefacture";Code solution;"Date Relanc_";NCR MED NOMBRE;Dossier d_gat ;Ref dossier d_gats;Info NC transporteur 
2592;10/06/14;ENZA;5/09/14;ENZA;5/09/14;ENZA;cloture;2014/06;30017447;359216;166,71;5,82;2508;2;APOT DEBOSMOLENS;;;D PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;516263;D-EXTRA DX SHP ECOFL400;1;;ADV;6/09/14;VOIR ACTION 2;5/09/14;Transp;6/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);5/09/14;18/09/14;;;CL RECU 1 EXTRA DOUX CASSE - COULE NC A FAIRE;0040001976-7;;3. NC avec r_int_gration;;;;;
2593;3/09/14;AMINA;5/09/14;AMINA;;;65;2014/09;60002133;367515;162;0;8081;3. PHARMA;PCIE GINKO;;;G PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;THIERRY DELHALLE;DUCRAY - A-DERMA;ELECTRONIQUE;496623;ZD-DISP KERACN 14**;1;;ADV;6/09/14;VOIR ACTION 2;;Transp;6/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;18/09/14;;;;;;3. NC avec r_int_gration;;;;;
2594;20/05/14;ENZA;5/09/14;ENZA;26/09/14;IMAN;cloture;2014/05;30015703;356532;1.889,52;26,56;4941;3. PHARMA;SOCIETE COOPERATIVE LIFE;;201400556;L GRO;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;ERIC SPELTINCKX;KLORANE;ELECTRONIQUE;517367;K-CIRE FROIDE 6B;5;;ADV;6/09/14;Facturation des produits livr_s en trop T1;5/09/14;Transp;6/09/14;Demande enlèvement transporteur;;18/09/14;;17/sep;CL PAS CDE - RETOUR + NC A FAIRE;40002190;;13. NC voir retour stock;;;;;
2595;28/07/14;ENZA;5/09/14;ENZA;5/09/14;ENZA;cloture;2014/07;30021221;363382;10.060,75;;4941;2;SOCIETE COOPERATIVE LIFE;;;L GRO;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;ANNA SECCHI;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;6/09/14;Cde +/- et refact T1 des produits livr_ en trop;5/09/14;Transp;6/09/14;Demande enlèvement transporteur;5/09/14;18/09/14;;;PRODUITS MANCO A LA LIVRAISON;;0030023829-1;4. Nvlle cmde + NC;;;;;
2596;5/09/14;AMINA;5/09/14;AMINA;5/09/14;AMINA;cloture;2014/09;50004544;;251,38;0;7560;2;PCIE ZOMBEK;;;;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;PATRICIA DUPONT;AVENE;ELECTRONIQUE;496364;A-DISP SOL ACNE 14;1;;ADV;6/09/14;VOIR ACTION 2;;Transp;6/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;18/09/14;;;;;0030023836-1;3. NC avec r_int_gration;;;;;
2597;8/09/14;JONATHAN;8/09/14;JONATHAN;4/11/14;ENZA;cloture;2014/09;60000817;365863;279,81;;1507;7. AUTRES;NIDEC IMMO;;;N PH;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;REGINE BOUSSON;DUCRAY - A-DERMA;JONATHAN;494809;D-FLOORDISP ANACAPS;1;;Transp;9/09/14;V_rification sur le site + mail;4/11/14;ADV;10/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;4/11/14;#VALUE!;;;™PAS RECU DISPLAY ANACAPS COR. CDE;;0030024057-1;7. Commande _ 100%;;;;;
2598;8/09/14;AMINA;8/09/14;AMINA;8/09/14;AMINA;cloture;2014/09;30018152;;168;0;45103;2;PCIE LA LICORNE (DYNAP103);;;L PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;NADINE GRILLMAIER;DUCRAY - A-DERMA;ELECTRONIQUE;649730;C-CYTELIUM  SPRAY  100 ML;1;;ADV;9/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;9/09/14;Demande enlèvement transporteur;;21/09/14;;;;;;4. Nvlle cmde + NC;;;;;
2599;25/08/14;AMINA;8/09/14;AMINA;8/09/14;AMINA;cloture;2014/08;30022682;;906,67;0;3340;2;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;AMINA;515143;C-EXO BAUME DFI 200ML;6;;ADV;9/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;9/09/14;Demande enlèvement transporteur;;21/09/14;;;;;0030023935-1;4. Nvlle cmde + NC;;;;;
2600;4/08/14;AMINA;8/09/14;AMINA;8/09/14;AMINA;cloture;2014/08;0030018794-4;;391,07;0;4409;2;PCIE CHAPELLE-WILLEM;;;C PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;REGINE BOUSSON;DUCRAY - A-DERMA;AMINA;516263;D-EXTRA DX SHP ECOFL400;2;;ADV;9/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;9/09/14;Demande enlèvement transporteur;;21/09/14;;;;;0030023936-1;4. Nvlle cmde + NC;;;;;
2601;29/08/14;AMINA;8/09/14;AMINA;8/09/14;AMINA;cloture;2014/08;60001625;;423,2;0;8109;2;GS PHARMA BVBA;;;A PH;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;26;;Transp;9/09/14;V_rification sur le site + mail;;ADV;10/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;;#VALUE!;;;;;0030023937-1;7. Commande _ 100%;;;;;
2602;28/08/14;ENZA;9/09/14;ENZA;9/09/14;ENZA;cloture;2014/08;50004544;367297;251,38;;7560;2;PCIE ZOMBEK;;;F PH;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;PATRICIA DUPONT;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;Transp;10/09/14;V_rification sur le site + mail;9/09/14;ADV;11/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;9/09/14;#VALUE!;;;CDE DU CLIENT LIVRE EN FACE DE LA PHARMACIE + PRES ABIMES - CONTACT TRANSP+MAIL ;;30023950-1;7. Commande _ 100%;;;;;
2603;28/05/14;ENZA;9/09/14;ENZA;7/10/14;ENZA;cloture;2014/05;30009849-4;358212;61,23;61,23;5062;3. PHARMA;APOT NINDE NV;;201400562;N PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur client;4. Excès - Cr_diter - enlevementCommercialErreur client;SOFIE VAN HOOF;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;7;;ADV;10/09/14;Facturation des produits livr_s en trop T1;9/09/14;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;25/sep;CL RECU RAL - N'EN VEUX PLUS - RETOUR + NC ;0040002284-7;;13. NC voir retour stock;;;;;
2604;30/05/14;ENZA;9/09/14;ENZA;9/09/14;ENZA;cloture;2014/05;30017040-3;358777;157,47;124,58;45150;2;PUTTEMANS-VERNAILLEN (DYNA150);;;P PH;0; ;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;SIGRID HEIREMANS;DUCRAY - A-DERMA;ENZA;514504;D-KELUAL DS SHP 100ML;3;;ADV;10/09/14;VOIR ACTION 2;9/09/14;ADV;11/09/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;9/09/14;11/09/14;;;REFACT. 25 PCS AU LIEU DE 3 PCS - NC + REFACT. A FAIRE;0040002022-7;0030024050-3;11. NC + refac;;;;;
2605;14/07/14;ENZA;9/09/14;ENZA;26/09/14;ENZA;cloture;2014/07;30020206;362363;861,26;861,26;2646;3. PHARMA;PCIE DU TOMBERG;;201400563;D PH;0;23510012;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;PATRICIA DUPONT;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;10/09/14;Facturation des produits livr_s en trop T1;9/09/14;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;25/sep;RECU CDE EN DOUBLE RETOUR + NC A FAIRE;0040002232-8 / 0040002233-8;;13. NC voir retour stock;;;;;
2606;14/07/14;ENZA;9/09/14;ENZA;26/09/14;ENZA;cloture;2014/07;30020204;362359;958,73;958,73;2527;3. PHARMA;PCIE DE RUDDER BVBA;;201400564;D PH;0;APB:253301;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;PATRICIA DUPONT;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;10/09/14;Facturation des produits livr_s en trop T1;9/09/14;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;25/sep;RECU CDE EN DOUBLE RETOUR + NC A FAIRE;0040002230-8 / 0040002231-8;;13. NC voir retour stock;;;;;
2607;14/07/14;ENZA;9/09/14;ENZA;9/09/14;ENZA;cloture;2014/07;50003600;367455;307,06;;7974;2;APOT CLAEYS-BUYLE BVBA;;201400566;C PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;CHARLOTTE GHEKIERE;AVENE;ELECTRONIQUE;496364;A-DISP SOL ACNE 14;1;;ADV;10/09/14;Facturation des produits livr_s en trop T1;9/09/14;Transp;10/09/14;Demande enlèvement transporteur;9/09/14;22/09/14;;25/sep;RECU 2 X LE PRES DE SOL ACNEE - RETOUR STOCK;;;13. NC voir retour stock;;;;;
2608;28/08/14;AMINA;9/09/14;AMINA;9/10/14;AUDREY;cloture;2014/08;60001961;367097;204,03;15,94;5244;3. PHARMA;PCIE DU LAC (IASIS);;201400561;L PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;REGINE BOUSSON;DUCRAY - A-DERMA;ELECTRONIQUE;517483;C-EXO HUILE NETT 200ML;3;;ADV;10/09/14;VOIR ACTION 2;;Transp;10/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;22/09/14;;25/sep;;40002285;30024049;3. NC avec r_int_gration;;;;;
2609;4/07/14;AMINA;9/09/14;AMINA;9/09/14;AMINA;cloture;2014/07;30019897;361730;415,13;101,48;35501;F;BIANCHINI SARL;;;B COIF;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;VALERIE SMAL;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;62;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;;;30024052;4. Nvlle cmde + NC;;;;;
2610;7/08/14;AMINA;9/09/14;AMINA;9/10/14;AUDREY;cloture;2014/08;0030021797-1;364221;792,63;76;5935;3. PHARMA;OLEAE-PHARMA NV;;201400565;O PH;0; ;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;LOTTE LEPAGE;AVENE;ELECTRONIQUE;;;4;;ADV;10/09/14;VOIR ACTION 2;;Transp;10/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;22/09/14;;25/sep;;50002283;30024053;4. Nvlle cmde + NC;;;;;
2611;2/08/14;AMINA;9/09/14;AMINA;9/09/14;AMINA;cloture;2014/08;0050004133-1;365339;316,36;194,08;2484;2;APOT VAN DER CRUYSSEN NV;;;V PH;0;APB:416302;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;CHARLOTTE GHEKIERE;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;33;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;;;30024054;4. Nvlle cmde + NC;;;;;
2612;5/09/14;AMINA;;;5/11/14;AUDREY;cloture;2014/09;30023297;368515;545,63;153,84;9592;3. PHARMA;PCIE DE STEINFORT;;;S PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;ERIC SPELTINCKX;KLORANE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;22;;ADV;1/01/1900;Cde +/- et refact T1 des produits livr_ en trop;;Transp;1/01/00;Demande enlèvement transporteur;;13/01/00;;;;40002790;-;4. Nvlle cmde + NC;;;;;
2613;22/07/14;AMINA;9/09/14;AMINA;9/09/14;AMINA;cloture;2014/07;30020953;362907;326,11;0;345061;2;PCIE FAMILIA 061 (MME BEAUVOIS;;;P PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;THIERRY DELHALLE;DUCRAY - A-DERMA;AMINA;496577;D-CARTE FIDEL 14 FR;30;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;;;30024055;4. Nvlle cmde + NC;;;;;
2614;27/08/14;AMINA;9/09/14;AMINA;9/09/14;AMINA;cloture;2014/08;6000347;366744;156,43;24,04;3456;2;APOT LEEMAN BVBA;;;L PH;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;520373;D-PROMO ANAPHASE SHP 250#;5;;Transp;10/09/14;V_rification sur le site + mail;;ADV;11/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;;#VALUE!;;;;;30024056;7. Commande _ 100%;;;;;
2615;27/08/14;AMINA;9/09/14;AMINA;9/09/14;AMINA;cloture;2014/08;60001538;366682;1.336,38;34,73;3330;2;DE VOORZORG CV;;;V GRO;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;515085;D-KERACN CR SN REG 30M;6;;Transp;10/09/14;V_rification sur le site + mail;;ADV;11/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;;#VALUE!;;;;;30024059;7. Commande _ 100%;;;;;
2616;25/07/14;AMINA;9/09/14;AMINA;18/09/14;ENZA;cloture;2014/07;30021151;363236;481,47;34,79;1741;2;APO DEMEER;;;D PH;0; ;2. Trop peu - Cr_diter;Picking;Produit;2. Trop peu - Cr_diterPickingProduit;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;510100;C-EXO CR EMOL 400ML;3;;#N/A;#N/A;#N/A;18/09/14;#N/A;#N/A;#N/A;18/09/14;#N/A;;;;40002158-8;0030028173-1;#N/A;;;;;
2617;16/07/14;AMINA;9/09/14;AMINA;5/11/14;AUDREY;cloture;2014/07;30020648;362588;;18,81;8233;3. PHARMA;VISA PHARMA LIVE UP CITADELLE;;;L PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;ERIC SPELTINCKX;KLORANE;ELECTRONIQUE;637630;ZK-SHP SEC ORTIE 150ML**;3;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;;40002759;;4. Nvlle cmde + NC;;;;;
2618;5/09/14;AMINA;9/09/14;AMINA;5/11/14;AUDREY;cloture;2014/09;60002472;368497;193,69;193,69;7248;3. PHARMA;PCIE DU BENELUX;;;D PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;FABIENNE MALIGE;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;10/09/14;Facturation des produits livr_s en trop T1;;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;;40002791;;13. NC voir retour stock;;;;;
2619;25/08/14;AMINA;9/09/14;AMINA;27/10/14;IMAN;cloture;2014/08;60001660;366102;185;185;4842;;APOT RAEYMAEKERS BVBA;;;R PH;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;15;;Transp;10/09/14;V_rification sur le site + mail;;ADV;11/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;;#VALUE!;;;;;30028171;7. Commande _ 100%;;;;;
2620;26/08/14;AMINA;9/09/14;AMINA;27/10/14;IMAN;cloture;2014/08;60001523;;;;1875;3. PHARMA;PCIE GUILLAUME;;;G PH;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;REGINE BOUSSON;DUCRAY - A-DERMA;ELECTRONIQUE;496623;ZD-DISP KERACN 14**;1;;Transp;10/09/14;V_rification sur le site + mail;;ADV;11/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;;#VALUE!;;;;;30028170;7. Commande _ 100%;;;;;
2621;3/07/14;AMINA;9/09/14;AMINA;;;127;2014/07;30019677;;1.428,37;102;5446;3. PHARMA;VS PHARMA;;;V PH;0; ;1. Trop peu - faire suivre;Transport;;1. Trop peu - faire suivreTransport;;;;;;;;#N/A;#N/A;#N/A;;#N/A;#N/A;#N/A;;#N/A;;;;;;#N/A;;;;;
2622;31/07/14;AMINA;9/09/14;AMINA;27/10/14;IMAN;cloture;2014/07;30021601;363799;304,96;18,82;5275;3. PHARMA;APOT LOTRY BVBA;;;L PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;517092;D-KERTYOL PSO SHP 200ML;3;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;;;0030028174-1;4. Nvlle cmde + NC;;;;;
2623;30/07/14;AMINA;9/09/14;AMINA;25/09/14;AUDREY;cloture;2014/07;30020089;;299,24;21,5;5206;3. PHARMA;PCIE SERVAIS;;;S PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;DAMIEN PRANGER;AVENE;ELECTRONIQUE;521747;A-SPR THP50+ 200ML;24;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;;40002191;;4. Nvlle cmde + NC;;;;;
2624;22/07/14;AMINA;9/09/14;AMINA;23/09/14;ENZA;cloture;2014/07;30020822;362927;319,06;15,86;8594;3. PHARMA;PCIE SERVAIS CORBAIS;;;C PH;0; ;2. Trop peu - Cr_diter;Picking;Produit;2. Trop peu - Cr_diterPickingProduit;ERIC SPELTINCKX;KLORANE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;7;;#N/A;#N/A;#N/A;23/09/14;#N/A;#N/A;#N/A;23/09/14;#N/A;;;MANQUE 4 GEL DOUCHE B HUMEUR ET 3 GEL DOUCH  DELICE FRUIT NC A FAIRE;0040002182-8;;#N/A;;;;;
2625;12/08/14;AMINA;9/09/14;AMINA;27/10/14;IMAN;cloture;2014/08;30022053;;;;3282;3. PHARMA;APOT HOFFMANN BVBA;;;H PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;515464;D-ICTYA CR 200ML;1;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;;;30028169;4. Nvlle cmde + NC;;;;;
2626;28/08/14;ENZA;9/09/14;ENZA;30/09/14;AUDREY;cloture;2014/08;PERIMES;;;;3450;3. PHARMA;EPC SA;RET21866;201400567;E GRO;0; ;5. P_rim_s;Commercial;Demande de NC;5. P_rim_sCommercialDemande de NC;GROSSISTE;N/A;;PLUSIEURS;PLUSIEURS;;;ADV;10/09/14;VOIR ACTION 2;9/09/14;ADV;11/09/14;Etablir NC T8 entrepot 17;;11/09/14;;25/sep;DEMANDE REPRISE PERIMES ACCORD SBO - RETOUR + NC A FAIRE;40002258;;2. NC sans r_int_gration;;;;;
2627;28/08/14;ENZA;9/09/14;ENZA;30/09/14;AUDREY;cloture;2014/08;PERIMES;;;;3450;3. PHARMA;EPC SA;RET21865;201400568;E GRO;0; ;5. P_rim_s;Commercial;Demande de NC;5. P_rim_sCommercialDemande de NC;GROSSISTE;N/A;;PLUSIEURS;PLUSIEURS;;;ADV;10/09/14;VOIR ACTION 2;9/09/14;ADV;11/09/14;Etablir NC T8 entrepot 17;;11/09/14;;25/sep;DEMANDE REPRISE PERIMES ACCORD SBO - RETOUR + NC A FAIRE;40002257;;2. NC sans r_int_gration;;;;;
2628;25/08/14;ENZA;9/09/14;ENZA;26/09/14;IMAN;cloture;2014/08;30022533;365663;1.727,43;214,41;3450;3. PHARMA;EPC SA;RET21832 - RET21831;201400569;E GRO;0; ;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;GROSSISTE;N/A;QUENTIN;PLUSIEURS;PLUSIEURS;;;ADV;10/09/14;Facturation des produits livr_s en trop T1;9/09/14;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;;RECU PRODUITS NON CDE 36 X SH SEC AVOINE ET 6 CR PAPYRUS - RETOUR + NC A FAIRE;40002212;;13. NC voir retour stock;;;;;
2629;13/08/14;ENZA;9/09/14;ENZA;9/10/14;AUDREY;cloture;2014/08;30022126;364442;290,44;163,14;200074;3. PHARMA;APOT SCHUMAN (LLOYDS);;201400570;S PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;THOMAS CISTRIANI;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;10/09/14;Facturation des produits livr_s en trop T1;9/09/14;Transp;10/09/14;Demande enlèvement transporteur;;22/09/14;;25/sep;RECU PROMO NATURIA EN DOUBLE - RETOUR + NC ;40002282;;13. NC voir retour stock;;;;;
2630;10/07/14;ENZA;9/09/14;ENZA;9/09/14;ENZA;cloture;2014/07;60001983;365907;203,68;;1717;2;PCIE DU CAR D'OR;;;D PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;REGINE BOUSSON;DUCRAY - A-DERMA;ELECTRONIQUE;526854;C-DISP BME LEVRES PLEIN;1;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;9/09/14;Transp;10/09/14;Demande enlèvement transporteur;9/09/14;22/09/14;;;MANCO A LA LIVRAISON - COR. CDE;;30024060;4. Nvlle cmde + NC;;;;;
2631;25/08/14;ENZA;9/09/14;ENZA;9/09/14;ENZA;cloture;2014/08;30019178-4;363453;59,37;;3340;2;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;MAUREEN;516263;D-EXTRA DX SHP ECOFL400;11;;ADV;10/09/14;Cde +/- et refact T1 des produits livr_ en trop;9/09/14;Transp;10/09/14;Demande enlèvement transporteur;9/09/14;22/09/14;;;RAL CLIENT RECU FACTURE MAIS PAS LES PRODUITS - COR. CDE;;30024062;4. Nvlle cmde + NC;;;;;
2632;25/08/14;ENZA;9/09/14;ENZA;9/09/14;ENZA;cloture;2014/08;30022495;365957;422,82;;3170;2;APOT MICHIELS;;;M PH;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;LAURE-ANNE VAN HEUVERSWYN;KLORANE;ELECTRONIQUE;515386;K-SHP CAMO 200ML;48;;Transp;10/09/14;V_rification sur le site + mail;9/09/14;ADV;11/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;9/09/14;#VALUE!;;;MANQUE 2 COLIS A LA LIVRAISON - COR. CDE;;30024063;7. Commande _ 100%;;;;;
2633;3/09/14;ENZA;9/09/14;ENZA;9/09/14;ENZA;cloture;2014/09;60000188;368098;353,41;;9983;2;PCIE JURESSICH-RINCHARD;;;J PH;1; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;REGINE BOUSSON;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;10/09/14;VOIR ACTION 2;9/09/14;ADV;11/09/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;9/09/14;11/09/14;;;ERREUR N≠ DE CLIENT FACTURATION // NC + REFACT;0040002025-7;0030024064-3;11. NC + refac;;;;;
2634;3/09/14;ENZA;11/09/14;ENZA;5/11/14;AUDREY;cloture;2014/09;30017262;358932;169,83;32,85;4010083;1. COIFFEURS;SCHEERDER INTERCOIFFURE ZEVENAAR;;201400572;S COIFF;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;RIANNE BROUWER;FURTERER;ELECTRONIQUE;511548;F-KARITE HUILE 24AMP;1;;ADV;12/09/14;Facturation des produits livr_s en trop T1;11/09/14;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;RECU 1 KARITE 24 AMP - PAS CDE - RETOUR + NC A FAIRE;40002764;;13. NC voir retour stock;;;;;
2635;41890;IMAN;10/09/14;IMAN;21/10/14;IMAN;cloture;2014/09;30023386;;;;8684;3. PHARMA;O-ZEM LOUNGE;;;O PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;THIERRY DELHALLE;DUCRAY - A-DERMA;ELECTRONIQUE;521619;D-KELUAL DS CR 40ML;12;;ADV;11/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;17-oct;;40002584;;4. Nvlle cmde + NC;;;;;
2636;8/09/14;IMAN;10/09/14;IMAN;14/10/14;ENZA;cloture;2014/09;30021443;368581;;;1076;3. PHARMA;GROUPE MULTIPHARMA;;;M PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;GROSSISTE;N/A;ELECTRONIQUE;515065;D-MELAS CR LEG 50+40ML;;;ADV;11/09/14;Facturation des produits livr_s en trop T1;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;ANNULER VOIR LITIGE 2917 ;;;13. NC voir retour stock;;;;;
