CUSTNAME;STREET;ZIPCODE;CITY;COUNTRY;VATNUMB;CUSTLANG;COMP;CUSTNUMB;DOCNUMB;DOCAMOUNT;DOCDATE;DUEDATE;PHONENUMBER;EMAILADDRESS;COMMENTS
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF350166;78,28;24/03/2014;23/04/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF349183;876,36;12/03/2014;11/04/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF347125;950,49;06/03/2014;05/04/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF346226;541,89;27/02/2014;29/03/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF345433;103,96;27/02/2014;29/03/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF345434;839,96;26/02/2014;28/03/2014;6666666;;PHIN
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF345291;414,51;22/04/2014;22/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351878;518,45;22/04/2014;22/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351879;510,02;22/04/2014;22/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351880;2.017,14;22/04/2014;22/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351881;2.015,09;22/04/2014;22/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351882;1.890,32;22/04/2014;22/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351883;-77,94;18/04/2014;18/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF442390;322,24;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351376;1.093,10;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351377;2.189,52;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351378;1.202,10;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351379;7.311,47;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351380;1.733,92;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351381;2.164,08;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351382;828,45;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351383;3.364,84;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351384;191,66;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351385;3.240,08;17/04/2014;17/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351386;9.076,58;15/04/2014;15/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351161;7.669,22;15/04/2014;15/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351162;10.839,88;15/04/2014;15/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351163;139,28;14/04/2014;14/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351031;3.721,49;14/04/2014;14/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351032;989,40;14/04/2014;14/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF351033;4.368,61;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350865;1.291,37;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350866;4.309,06;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350867;3.073,23;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350868;353,05;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350869;3.655,01;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350870;477,50;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350871;2.703,32;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350872;357,65;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350873;11.212,58;10/04/2014;10/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350874;774,07;09/04/2014;09/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350768;755,81;09/04/2014;09/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350769;4.103,22;08/04/2014;08/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350679;287,50;08/04/2014;08/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350680;431,24;08/04/2014;08/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350681;718,74;08/04/2014;08/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350682;247,57;08/04/2014;08/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350683;402,95;04/04/2014;04/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350459;232,14;04/04/2014;04/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350460;2.482,39;04/04/2014;04/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350461;143,75;04/04/2014;04/05/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF350462;7.749,69;27/03/2014;26/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349949;444,40;27/03/2014;26/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349950;643,96;26/03/2014;25/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349796;458,65;26/03/2014;25/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349797;2.762,36;25/03/2014;24/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349557;365,50;25/03/2014;24/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349558;2.608,31;25/03/2014;24/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349559;912,07;25/03/2014;24/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349560;831,44;25/03/2014;24/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349561;11.676,56;24/03/2014;23/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF349192;7.884,19;21/03/2014;20/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF348974;469,07;14/03/2014;13/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF347729;9.067,13;14/03/2014;13/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF347730;9.293,21;12/03/2014;11/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF347129;2.176,34;12/03/2014;11/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF347131;11.675,72;06/03/2014;05/04/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF346265;77,94;30/01/2014;01/03/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF342454;309,92;14/01/2014;13/02/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF340489;-269,81;13/02/2014;13/02/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;ERR340489;3.813,35;20/12/2013;19/01/2014;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF337582;-46,90;19/12/2013;19/12/2013;7777777;;GROS
CERP  S.A.;BOULEVARD  DE L HUMANITE_55;1070;ANDERLECHT;BE;BE0403057962;FR;PIERRE FABRE;003040;PF395878;-40,11;19/12/2013;19/12/2013;7777777;;GROS
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF395879;15,14;17/04/2014;17/05/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF351388;114,40;17/04/2014;17/05/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF351389;228,80;17/04/2014;17/05/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF351390;21,90;14/04/2014;14/05/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF351034;565,01;14/04/2014;14/05/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF351035;727,62;11/04/2014;11/05/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF350960;986,77;27/03/2014;26/04/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF349953;13,14;26/03/2014;25/04/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF349800;1.457,75;25/03/2014;24/04/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF349563;702,95;24/03/2014;23/04/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF349197;57,20;18/03/2014;17/04/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF348126;638,16;17/03/2014;16/04/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF347902;450,19;05/03/2014;04/04/2014;8888888;;PHIN
PHARMA GOEDERT;RUE DE NIEDERPALLEN_30/L;LU-8506;REDANGE-SUR-ATTERT;LU;LU12796774;FR;PIERRE FABRE;003078;PF346060;256,48;10/02/2014;12/03/2014;8888888;;PHIN
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF343206;1.943,46;06/03/2014;04/06/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF346276;9.722,56;05/03/2014;03/06/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF346061;30.622,50;05/03/2014;03/06/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF346062;6.836,37;05/03/2014;03/06/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF346063;33,35;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351391;487,63;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351392;457,16;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351393;914,62;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351394;158,99;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351395;231,47;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351396;102,56;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351397;548,22;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351398;1.835,89;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351399;213,30;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351400;256,61;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351401;430,43;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351402;723,08;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351403;80,12;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351404;308,73;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351405;193,34;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351406;304,87;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351407;161,12;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351408;322,24;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351409;4.508,82;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351410;10.705,49;17/04/2014;17/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351411;4.736,97;14/04/2014;14/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351037;3.352,63;14/04/2014;14/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351038;2.503,09;14/04/2014;14/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351039;1.181,97;14/04/2014;14/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351040;813,08;14/04/2014;14/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351041;1.808,31;14/04/2014;14/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF351042;14.860,10;11/04/2014;11/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350961;19.323,12;11/04/2014;11/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350962;4.897,36;11/04/2014;11/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350963;6.145,73;10/04/2014;10/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350876;2.411,49;09/04/2014;09/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350771;862,49;08/04/2014;08/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350685;574,99;08/04/2014;08/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350686;287,50;04/04/2014;04/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350466;1.006,24;04/04/2014;04/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350467;143,75;04/04/2014;04/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350468;574,99;04/04/2014;04/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF350469;-135,44;03/04/2014;03/05/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF442118;542,02;26/03/2014;25/04/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF349801;2.746,03;26/03/2014;25/04/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF349802;4.838,64;26/03/2014;25/04/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF349803;1.059,95;26/03/2014;25/04/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF349804;4.498,85;26/03/2014;25/04/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF349805;7.253,00;25/03/2014;24/04/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF349565;13.158,31;25/03/2014;24/04/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF349566;15.930,26;24/03/2014;23/04/2014;9999999;;GROS
PHARMA BELGIUM S.A.;RUE CARLI_17-19;1140;EVERE;BE;BE0425353116;FR;PIERRE FABRE;003090;PF349198;4.412,27;24/03/2014;23/04/2014;9999999;;GROS
